[2026-04-23 14:15:29] === Swingbench Oracle Load Generation ===
[2026-04-23 14:15:29] Connect string: //localhost:1521/FREEPDB1
[2026-04-23 14:15:29] Schema: soe
[2026-04-23 14:15:29] Users: 4
[2026-04-23 14:15:29] Scale: 1
[2026-04-23 14:15:29] Runtime: 300 seconds (0:05)
[2026-04-23 14:15:29] Config file: /tmp/SOE_Server_Side_V2.xml
[2026-04-23 14:15:29] Dropping existing Swingbench schema if present
[2026-04-23 14:15:29] Creating Swingbench SOE schema
[33;1mSwingBench Wizard[m
[34mAuthor  :[m	[34;1mDominic Giles[m
[34mVersion :[m	[34;1m2.7.0.1561[m

[37;2mRunning in Lights Out Mode using config file : ../wizardconfigs/oewizard.xml[m

[33;1mData Generation Runtime Metrics[m
+-------------------------+-------------+
|[1;33m Description             [m|[1;36m Value       [m|
+-------------------------+-------------+
|[33m Connection Time         [m|[1;36m 0:00:00.002 [m|
|[33m Data Generation Time    [m|[1;36m 0:01:26.691 [m|
|[33m DDL Creation Time       [m|[1;36m 0:01:01.453 [m|
|[33m Total Run Time          [m|[1;36m 0:02:28.148 [m|
|[33m Rows Inserted per sec   [m|[1;36m 183,003     [m|
|[33m Actual Rows Generated   [m|[1;36m 15,746,133  [m|
|[33m Commits Completed       [m|[1;36m 821         [m|
|[33m Batch Updates Completed [m|[1;36m 78,767      [m|
+-------------------------+-------------+

[33;1mValidation Report [m
[32mThe schema appears to have been created[m [32;1msuccessfully.[m

[33;1mValid Objects[m
[32;1mValid Tables :[m [36m'ORDERS','ORDER_ITEMS','CUSTOMERS','WAREHOUSES','ORDERENTRY_METADATA','INVENTORIES','PRODUCT_INFORMATION','PRODUCT_DESCRIPTIONS','ADDRESSES','CARD_DETAILS'[m[32;1m
Valid Indexes :[m [36m'PRD_DESC_PK','PROD_NAME_IX','PRODUCT_INFORMATION_PK','PROD_SUPPLIER_IX','PROD_CATEGORY_IX','INVENTORY_PK','INV_PRODUCT_IX','INV_WAREHOUSE_IX','ORDER_PK','ORD_SALES_REP_IX','ORD_CUSTOMER_IX','ORD_ORDER_DATE_IX','ORD_WAREHOUSE_IX','ORDER_ITEMS_PK','ITEM_ORDER_IX','ITEM_PRODUCT_IX','WAREHOUSES_PK','WHS_LOCATION_IX','CUSTOMERS_PK','CUST_EMAIL_IX','CUST_ACCOUNT_MANAGER_IX','CUST_FUNC_LOWER_NAME_IX','ADDRESS_PK','ADDRESS_CUST_IX','CARD_DETAILS_PK','CARDDETAILS_CUST_IX'[m[32;1m
Valid Views :[m [36m'PRODUCTS','PRODUCT_PRICES'[m[32;1m
Valid Sequences :[m [36m'CUSTOMER_SEQ','ORDERS_SEQ','ADDRESS_SEQ','LOGON_SEQ','CARD_DETAILS_SEQ'[m[32;1m
Valid Code :[m [36m'ORDERENTRY'[m
[36;1mSchema Created[m
[2026-04-23 14:18:00] Running charbench workload
Swingbench 
Author  :  	 Dominic Giles 
Version :  	 2.7.0.1561  

Results will be written to /tmp/swingbench/results.xml 
Expected Benchmark Runtime is set to 5 minutes. 

Time      Users       TPM      TPS     Errors   NCR    UCD    BP     OP     PO     BO     SQ     WQ     WA     
14:18:41  [4/4]       62468    1758    0        2      0      1      4      1      1      0      0      0      
14:18:42  [4/4]       64090    1622    0        2      0      1      5      2      1      0      0      0      
14:18:43  [4/4]       65479    1389    0        3      0      2      4      1      1      0      0      0      
14:18:44  [4/4]       66629    1150    0        5      0      3      5      1      1      0      0      0      
14:18:45  [4/4]       68036    1407    0        2      0      1      4      2      1      0      0      0      
14:18:46  [4/4]       69966    1930    0        2      0      2      5      1      1      0      0      0      
14:18:47  [4/4]       71374    1408    0        2      0      1      6      1      1      0      0      0      
14:18:48  [4/4]       72744    1370    0        2      0      3      5      1      1      0      0      0      
14:18:49  [4/4]       74124    1380    0        4      0      2      4      1      1      0      0      0      
14:18:50  [4/4]       75760    1636    0        2      0      1      4      1      1      0      0      0      
14:18:51  [4/4]       77628    1868    0        2      0      2      5      1      1      0      0      0      
14:18:52  [4/4]       78896    1268    0        4      0      2      5      1      1      0      0      0      
14:18:53  [4/4]       80271    1375    0        2      0      2      6      2      1      0      0      0      
14:18:54  [4/4]       81671    1400    0        3      0      1      6      2      1      0      0      0      
14:18:55  [4/4]       83390    1719    0        2      0      1      4      1      2      0      0      0      
14:18:56  [4/4]       84993    1603    0        2      0      2      5      1      1      0      0      0      
14:18:57  [4/4]       86378    1385    0        4      0      1      6      2      1      0      0      0      
14:18:58  [4/4]       87704    1326    0        1      0      2      5      1      9      0      0      0      
14:18:59  [4/4]       89125    1421    0        2      0      1      4      1      1      0      0      0      
14:19:00  [4/4]       90971    1846    0        3      0      2      4      1      6      0      0      0      
14:19:01  [4/4]       92377    1406    0        3      0      1      6      2      1      0      0      0      
14:19:02  [4/4]       93291    1462    0        2      0      2      5      2      1      0      0      0      
14:19:03  [4/4]       93264    1555    0        2      0      2      4      1      1      0      0      0      
14:19:04  [4/4]       93184    1518    0        1      0      1      3      1      1      0      0      0      
14:19:05  [4/4]       93264    1915    0        2      0      1      6      1      1      0      0      0      
14:19:06  [4/4]       92892    1366    0        2      0      2      6      1      1      0      0      0      
14:19:07  [4/4]       92414    1339    0        2      0      2      5      1      1      0      0      0      
14:19:08  [4/4]       91837    1361    0        2      0      2      4      1      8      0      0      0      
14:19:09  [4/4]       91531    1702    0        2      0      1      4      1      2      0      0      0      
14:19:10  [4/4]       91141    1686    0        2      0      2      5      1      1      0      0      0      
14:19:11  [4/4]       90573    1414    0        3      0      2      5      1      1      0      0      0      
14:19:12  [4/4]       90635    1275    0        4      0      2      5      1      1      0      0      0      
14:19:13  [4/4]       90136    1321    0        2      0      1      4      1      1      0      0      0      
14:19:14  [4/4]       90394    1801    0        2      0      3      4      5      1      0      0      0      
14:19:15  [4/4]       90480    1411    0        2      2      1      5      1      1      0      0      0      
14:19:16  [4/4]       90884    1843    0        2      0      1      4      1      1      0      0      0      
14:19:17  [4/4]       90672    1307    0        2      0      2      5      6      1      0      0      0      
14:19:18  [4/4]       90110    1345    0        2      0      1      5      2      1      0      0      0      
14:19:19  [4/4]       90628    1883    0        2      0      2      4      1      1      0      0      0      
14:19:20  [4/4]       90699    1418    0        2      0      3      5      1      1      0      0      0      
14:19:21  [4/4]       90610    1329    0        2      0      3      5      1      1      0      0      0      
14:19:22  [4/4]       90291    1371    0        3      0      1      5      6      1      0      0      0      
14:19:23  [4/4]       90154    1598    0        1      0      1      4      1      1      0      0      0      
14:19:24  [4/4]       90468    1745    0        2      0      1      6      1      1      0      0      0      
14:19:25  [4/4]       90485    1412    0        2      0      2      4      1      7      0      0      0      
14:19:26  [4/4]       90509    1364    0        2      0      2      6      1      1      0      0      0      
14:19:27  [4/4]       90072    1367    0        2      0      3      4      1      1      0      0      0      
14:19:28  [4/4]       90356    1831    0        2      0      1      4      1      1      0      0      0      
14:19:29  [4/4]       90616    1593    0        2      0      2      5      1      1      0      0      0      
14:19:30  [4/4]       90651    1351    0        4      0      1      6      1      1      0      0      0      
14:19:31  [4/4]       90450    1349    0        2      0      2      6      1      1      0      0      0      
14:19:32  [4/4]       89956    1400    0        2      0      1      4      1      1      0      0      0      
14:19:33  [4/4]       90500    1956    0        2      0      2      5      1      1      0      0      0      
14:19:34  [4/4]       90570    1379    0        4      0      1      6      1      1      0      0      0      
14:19:35  [4/4]       90546    1362    0        3      0      1      6      1      1      0      0      0      
14:19:36  [4/4]       90295    1446    0        3      0      2      5      2      1      0      0      0      
14:19:37  [4/4]       90262    1548    0        2      0      1      4      2      1      0      0      0      
14:19:38  [4/4]       90523    1755    0        2      0      2      4      6      1      0      0      0      
14:19:39  [4/4]       90513    1389    0        2      0      2      4      7      1      0      0      0      
14:19:40  [4/4]       90523    1389    0        2      0      2      5      8      1      0      0      0      
14:19:41  [4/4]       90290    1525    0        3      0      2      5      1      1      0      0      0      
14:19:42  [4/4]       90342    1674    0        1      0      1      4      1      1      0      0      0      
14:19:43  [4/4]       90582    1629    0        2      0      2      5      1      1      0      0      0      
14:19:44  [4/4]       90558    1126    0        5      0      1      7      1      1      0      0      0      
14:19:45  [4/4]       90513    1362    0        4      0      2      4      1      1      0      0      0      
14:19:46  [4/4]       90024    1441    0        2      0      1      4      1      1      0      0      0      
14:19:47  [4/4]       90481    1865    0        3      0      2      4      1      1      0      0      0      
14:19:48  [4/4]       90561    1450    0        2      0      2      5      1      1      0      0      0      
14:19:49  [4/4]       90372    1191    0        4      0      2      5      8      1      0      0      0      
14:19:50  [4/4]       90024    1288    0        3      0      2      5      2      4      0      0      0      
14:19:51  [4/4]       89725    1569    0        2      0      2      5      2      1      0      0      0      
14:19:52  [4/4]       90178    1721    0        2      0      1      4      2      2      0      0      0      
14:19:53  [4/4]       90136    1333    0        2      0      4      4      1      1      0      0      0      
14:19:54  [4/4]       90275    1539    0        2      0      2      5      5      1      0      0      0      
14:19:55  [4/4]       89909    1353    0        2      0      2      5      7      6      0      0      0      
14:19:56  [4/4]       89975    1669    0        2      1      1      4      2      1      0      0      0      
14:19:57  [4/4]       90180    1590    0        2      0      2      4      1      1      0      0      0      
14:19:58  [4/4]       90181    1327    0        2      0      2      6      1      1      0      0      0      
14:19:59  [4/4]       90169    1409    0        2      0      2      6      2      1      0      0      0      
14:20:00  [4/4]       89731    1408    0        2      0      1      4      2      1      0      0      0      
14:20:01  [4/4]       90209    1884    0        3      0      1      5      1      1      0      0      0      
14:20:02  [4/4]       90183    1436    0        2      0      1      6      1      1      0      0      0      
14:20:03  [4/4]       89980    1352    0        2      0      2      5      1      1      0      0      0      
14:20:04  [4/4]       89817    1355    0        4      0      2      5      1      1      0      0      0      
14:20:05  [4/4]       89484    1582    0        2      0      1      4      2      1      0      0      0      
14:20:06  [4/4]       89785    1667    0        2      0      2      5      1      1      0      0      0      
14:20:07  [4/4]       89536    1090    0        3      0      2      8      1      1      0      0      0      
14:20:08  [4/4]       90059    1884    0        2      0      1      4      1      1      0      0      0      
14:20:09  [4/4]       89722    1365    0        3      0      1      5      7      1      0      0      0      
14:20:10  [4/4]       89698    1662    0        2      0      1      4      1      1      0      0      0      
14:20:11  [4/4]       89982    1698    0        3      0      2      4      1      1      0      0      0      
14:20:12  [4/4]       90069    1362    0        5      0      1      5      1      1      0      0      0      
14:20:13  [4/4]       89693    945     0        2      1      3      8      2      2      0      0      0      
14:20:14  [4/4]       89067    1175    0        2      0      1      4      1      1      0      0      0      
14:20:15  [4/4]       89414    1758    0        2      0      2      6      2      1      0      0      0      
14:20:16  [4/4]       89126    1555    0        2      0      1      5      1      1      0      0      0      
14:20:17  [4/4]       89224    1405    0        4      0      1      6      1      1      0      0      0      
14:20:18  [4/4]       89226    1347    0        3      0      2      5      1      1      0      0      0      
14:20:19  [4/4]       88898    1555    0        2      0      1      4      2      1      0      0      0      
14:20:20  [4/4]       89349    1869    0        2      0      2      4      1      1      0      0      0      
14:20:21  [4/4]       89394    1374    0        2      0      2      5      1      1      0      0      0      
14:20:22  [4/4]       89443    1420    0        2      0      2      5      1      1      0      0      0      
14:20:23  [4/4]       89254    1409    0        2      0      2      5      1      1      0      0      0      
14:20:24  [4/4]       89105    1596    0        2      0      1      4      1      1      0      0      0      
14:20:25  [4/4]       89505    1812    0        2      0      2      5      1      1      0      0      0      
14:20:26  [4/4]       89273    1132    0        2      0      3      6      3      1      0      0      0      
14:20:27  [4/4]       89450    1544    0        4      0      1      4      1      1      0      0      0      
14:20:28  [4/4]       88994    1375    0        2      0      2      6      1      1      0      0      0      
14:20:29  [4/4]       89183    1782    0        2      0      1      4      1      1      0      0      0      
14:20:30  [4/4]       89378    1546    0        2      0      2      6      1      1      0      0      0      
14:20:31  [4/4]       89355    1326    0        2      0      2      6      1      1      0      0      0      
14:20:32  [4/4]       89472    1517    0        2      0      2      5      1      1      0      0      0      
14:20:33  [4/4]       88866    1350    0        2      0      1      4      1      1      0      0      0      
14:20:34  [4/4]       89397    1910    0        3      0      2      4      5      1      0      0      0      
14:20:35  [4/4]       89507    1472    0        2      0      2      5      1      1      0      0      0      
14:20:36  [4/4]       89429    1368    0        2      0      2      5      1      1      0      0      0      
14:20:37  [4/4]       89275    1394    0        2      0      1      5      8      8      0      0      0      
14:20:38  [4/4]       89065    1545    0        2      0      1      4      1      1      0      0      0      
14:20:39  [4/4]       89260    1584    0        2      0      2      5      2      1      0      0      0      
14:20:40  [4/4]       89445    1574    0        2      0      1      5      4      1      0      0      0      
14:20:41  [4/4]       89336    1416    0        2      0      1      6      1      1      0      0      0      
14:20:42  [4/4]       89028    1366    0        4      0      1      6      1      1      0      0      0      
14:20:43  [4/4]       89105    1706    0        1      0      1      3      1      1      0      0      0      
14:20:44  [4/4]       89578    1599    0        4      0      2      5      2      1      0      0      0      
14:20:45  [4/4]       89723    1507    0        2      0      2      4      1      1      0      0      0      
14:20:46  [4/4]       89587    1305    0        4      0      1      6      1      1      0      0      0      
14:20:47  [4/4]       89113    1391    0        2      0      1      4      1      1      0      0      0      
14:20:48  [4/4]       89483    1820    0        2      0      2      5      1      1      0      0      0      
14:20:49  [4/4]       89814    1522    0        4      0      1      6      2      1      0      0      0      
14:20:50  [4/4]       89900    1374    0        4      3      2      4      2      1      0      0      0      
14:20:51  [4/4]       89691    1360    0        2      0      2      6      1      1      0      0      0      
14:20:52  [4/4]       89482    1512    0        2      0      1      4      1      1      0      0      0      
14:20:53  [4/4]       89915    1766    0        2      0      3      4      1      1      0      0      0      
14:20:54  [4/4]       89591    1215    0        2      0      3      6      2      1      0      0      0      
14:20:55  [4/4]       89735    1497    0        3      0      2      5      1      1      0      0      0      
14:20:56  [4/4]       89402    1336    0        4      0      1      6      2      1      0      0      0      
14:20:57  [4/4]       89576    1764    0        2      0      1      4      2      1      0      0      0      
14:20:58  [4/4]       90032    1783    0        2      0      2      4      5      1      0      0      0      
14:20:59  [4/4]       90017    1394    0        2      0      2      6      2      1      0      0      0      
14:21:00  [4/4]       89943    1334    0        2      0      2      5      1      1      0      0      0      
14:21:01  [4/4]       89440    1381    0        1      0      2      5      1      1      0      0      0      
14:21:02  [4/4]       89724    1720    0        2      0      1      4      1      1      0      0      0      
14:21:03  [4/4]       89895    1523    0        2      0      1      7      1      1      0      0      0      
14:21:04  [4/4]       89935    1395    0        3      0      2      5      1      1      0      0      0      
14:21:05  [4/4]       89674    1321    0        2      4      1      6      1      1      0      0      0      
14:21:06  [4/4]       89490    1483    0        2      0      1      4      1      1      0      0      0      
14:21:07  [4/4]       90116    1716    0        2      0      1      6      1      2      0      0      0      
14:21:08  [4/4]       89725    1493    0        2      2      1      5      1      1      0      0      0      
14:21:09  [4/4]       89802    1442    0        2      3      2      5      1      1      0      0      0      
14:21:10  [4/4]       89571    1431    0        2      0      2      5      1      1      0      0      0      
14:21:11  [4/4]       89394    1521    0        2      0      1      4      2      1      0      0      0      
14:21:12  [4/4]       89801    1769    0        3      0      2      5      1      1      0      0      0      
14:21:13  [4/4]       90229    1373    0        4      0      2      4      1      1      0      0      0      
14:21:14  [4/4]       90378    1324    0        2      0      1      6      1      1      0      0      0      
14:21:15  [4/4]       89978    1358    0        2      0      3      5      1      1      0      0      0      
14:21:16  [4/4]       90262    1839    0        2      0      1      4      2      1      0      0      0      
14:21:17  [4/4]       90334    1477    0        2      0      2      6      1      1      0      0      0      
14:21:18  [4/4]       90341    1354    0        2      0      1      7      2      1      0      0      0      
14:21:19  [4/4]       90128    1342    0        2      0      2      6      1      1      0      0      0      
14:21:20  [4/4]       89697    1438    0        2      0      1      3      1      1      0      0      0      
14:21:21  [4/4]       89996    1673    0        2      0      1      7      2      1      0      0      0      
14:21:22  [4/4]       90078    1502    0        2      0      2      5      1      1      0      0      0      
14:21:23  [4/4]       90132    1463    0        2      0      1      6      1      1      0      0      0      
14:21:24  [4/4]       89965    1429    0        2      0      3      4      2      1      0      0      0      
14:21:25  [4/4]       89699    1546    0        2      0      1      4      2      2      0      0      0      
14:21:26  [4/4]       90356    1789    0        3      0      1      6      1      1      0      0      0      
14:21:27  [4/4]       90172    1360    0        4      0      1      5      7      1      0      0      0      
14:21:28  [4/4]       90132    1335    0        2      1      2      6      2      1      0      0      0      
14:21:29  [4/4]       89688    1338    0        3      0      2      5      2      1      0      0      0      
14:21:30  [4/4]       89885    1743    0        2      0      1      4      2      1      0      0      0      
14:21:31  [4/4]       90045    1486    0        2      0      3      4      2      1      0      0      0      
14:21:32  [4/4]       89968    1440    0        3      0      2      4      1      1      0      0      0      
14:21:33  [4/4]       90021    1403    0        2      0      2      5      2      1      0      0      0      
14:21:34  [4/4]       89522    1411    0        2      0      1      4      1      1      0      0      0      
14:21:35  [4/4]       89954    1904    0        2      0      1      5      5      1      0      0      0      
14:21:36  [4/4]       89857    1271    0        4      0      2      4      11     1      0      0      0      
14:21:37  [4/4]       90167    1704    0        2      0      2      4      1      1      0      0      0      
14:21:38  [4/4]       90022    1400    0        2      2      2      4      2      6      0      0      0      
14:21:39  [4/4]       89962    1524    0        2      0      1      4      2      1      0      0      0      
14:21:40  [4/4]       90260    1872    0        3      0      2      4      1      1      0      0      0      
14:21:41  [4/4]       90271    1427    0        2      0      2      5      2      1      0      0      0      
14:21:42  [4/4]       90314    1409    0        3      3      2      4      2      1      0      0      0      
14:21:43  [4/4]       90029    1421    0        2      0      3      4      1      1      0      0      0      
14:21:44  [4/4]       90071    1641    0        2      0      1      4      2      1      0      0      0      
14:21:45  [4/4]       90163    1599    0        2      0      2      5      1      5      0      0      0      
14:21:46  [4/4]       90275    1417    0        2      0      1      6      6      1      0      0      0      
14:21:47  [4/4]       90114    1230    0        4      0      2      6      1      1      0      0      0      
14:21:48  [4/4]       89706    1412    0        2      0      2      5      6      1      0      0      0      
14:21:49  [4/4]       89996    1812    0        2      0      1      4      2      1      0      0      0      
14:21:50  [4/4]       90130    1508    0        3      0      1      5      1      6      0      0      0      
14:21:51  [4/4]       89966    1196    0        2      0      3      5      2      1      0      0      0      
14:21:52  [4/4]       90009    1555    0        2      0      2      5      1      1      0      0      0      
14:21:53  [4/4]       89716    1473    0        2      0      1      4      2      1      0      0      0      
14:21:54  [4/4]       90392    1891    0        3      0      2      5      1      1      0      0      0      
14:21:55  [4/4]       90254    1359    0        2      0      1      6      1      1      0      0      0      
14:21:56  [4/4]       90332    1414    0        2      0      2      6      2      1      0      0      0      
14:21:57  [4/4]       89951    1383    0        5      0      1      4      1      7      0      0      0      
14:21:58  [4/4]       89768    1600    0        2      0      1      4      1      1      0      0      0      
14:21:59  [4/4]       90047    1673    0        2      0      1      6      1      1      0      0      0      
14:22:00  [4/4]       90081    1368    0        2      0      2      6      1      1      0      0      0      
14:22:01  [4/4]       90162    1462    0        2      0      1      6      1      1      0      0      0      
14:22:02  [4/4]       89752    1310    0        2      0      3      5      1      1      0      0      0      
14:22:03  [4/4]       89878    1649    0        3      0      1      4      3      1      0      0      0      
14:22:04  [4/4]       90095    1612    0        2      0      2      4      4      1      0      0      0      
14:22:05  [4/4]       90154    1380    0        2      3      1      6      1      1      0      0      0      
14:22:06  [4/4]       90081    1410    0        2      5      1      5      1      1      0      0      0      
14:22:07  [4/4]       89796    1431    0        2      0      1      4      1      1      0      0      0      
14:22:08  [4/4]       90142    1839    0        3      0      2      4      2      1      0      0      0      
14:22:09  [4/4]       90064    1364    0        2      0      3      4      1      1      0      0      0      
14:22:10  [4/4]       89960    1327    0        2      0      1      6      8      1      0      0      0      
14:22:11  [4/4]       89805    1366    0        2      0      1      6      1      1      0      0      0      
14:22:12  [4/4]       89566    1530    0        2      0      1      4      1      1      0      0      0      
14:22:13  [4/4]       89788    1595    0        2      0      1      6      2      1      0      0      0      
14:22:14  [4/4]       89974    1510    0        4      2      1      4      2      1      0      0      0      
14:22:15  [4/4]       89670    1054    0        3      0      2      7      1      1      0      0      0      
14:22:16  [4/4]       89510    1679    0        2      0      2      5      1      3      0      0      0      
14:22:17  [4/4]       89730    1697    0        2      0      1      4      1      1      0      0      0      
14:22:18  [4/4]       89998    1622    0        5      0      2      4      1      1      0      0      0      
14:22:19  [4/4]       89988    1332    0        2      3      1      6      1      1      0      0      0      
14:22:20  [4/4]       89912    1362    0        4      3      1      5      1      1      0      0      0      
14:22:21  [4/4]       89520    1281    0        2      0      1      6      1      2      0      0      0      
14:22:22  [4/4]       89862    1844    0        2      0      1      4      1      1      0      0      0      
14:22:23  [4/4]       89776    1377    0        2      0      2      5      8      1      0      0      0      
14:22:24  [4/4]       89741    1394    0        2      0      2      5      2      1      0      0      0      
14:22:25  [4/4]       89385    1190    0        2      0      2      6      2      1      0      0      0      
14:22:26  [4/4]       89301    1705    0        2      0      1      4      3      1      0      0      0      
14:22:27  [4/4]       89781    1840    0        2      0      2      4      2      1      0      0      0      
14:22:28  [4/4]       89711    1265    0        2      0      3      5      1      1      0      0      0      
14:22:29  [4/4]       89713    1340    0        2      0      2      6      1      1      0      0      0      
14:22:30  [4/4]       89320    1350    0        2      0      2      6      1      1      0      0      0      
14:22:31  [4/4]       89439    1605    0        2      0      1      4      2      1      0      0      0      
14:22:32  [4/4]       89597    1598    0        2      0      2      6      1      1      0      0      0      
14:22:33  [4/4]       89504    1310    0        2      0      2      5      1      1      0      0      0      
14:22:34  [4/4]       89421    1328    0        4      0      3      4      2      1      0      0      0      
14:22:35  [4/4]       88868    1351    0        2      0      1      4      2      1      0      0      0      
14:22:36  [4/4]       89148    1551    0        4      0      1      7      2      1      0      0      0      
14:22:37  [4/4]       89120    1676    0        2      0      2      4      1      1      0      0      0      
